end,val,accn,fy,fp,form,filed,frame,label,start
2012-12-29,4462000000.0,0001193125-13-022339,2013,Q1,10-Q,2013-01-24,CY2012Q4I,IntangibleAssetsNetExcludingGoodwill,
2013-03-30,4136000000.0,0001193125-13-168288,2013,Q2,10-Q,2013-04-24,CY2013Q1I,IntangibleAssetsNetExcludingGoodwill,
2013-06-29,4353000000.0,0001193125-13-300670,2013,Q3,10-Q,2013-07-24,CY2013Q2I,IntangibleAssetsNetExcludingGoodwill,
2013-09-28,4179000000.0,0001193125-15-023732,2014,FY,8-K,2015-01-28,CY2013Q3I,IntangibleAssetsNetExcludingGoodwill,
2013-09-28,4179000000.0,0001193125-14-383437,2014,FY,10-K,2014-10-27,,IntangibleAssetsNetExcludingGoodwill,
2013-09-28,4179000000.0,0001193125-14-277160,2014,Q3,10-Q,2014-07-23,,IntangibleAssetsNetExcludingGoodwill,
2013-09-28,4179000000.0,0001193125-14-157311,2014,Q2,10-Q,2014-04-24,,IntangibleAssetsNetExcludingGoodwill,
2013-09-28,4179000000.0,0001193125-14-024487,2014,Q1,10-Q,2014-01-28,,IntangibleAssetsNetExcludingGoodwill,
2013-09-28,4179000000.0,0001193125-13-416534,2013,FY,10-K,2013-10-30,,IntangibleAssetsNetExcludingGoodwill,
2013-12-28,4105000000.0,0001193125-14-024487,2014,Q1,10-Q,2014-01-28,CY2013Q4I,IntangibleAssetsNetExcludingGoodwill,
2014-03-29,3928000000.0,0001193125-14-157311,2014,Q2,10-Q,2014-04-24,CY2014Q1I,IntangibleAssetsNetExcludingGoodwill,
2014-06-28,3767000000.0,0001193125-14-277160,2014,Q3,10-Q,2014-07-23,CY2014Q2I,IntangibleAssetsNetExcludingGoodwill,
2014-09-27,4142000000.0,0001193125-15-356351,2015,FY,10-K,2015-10-28,CY2014Q3I,IntangibleAssetsNetExcludingGoodwill,
2014-09-27,4142000000.0,0001193125-15-259935,2015,Q3,10-Q,2015-07-22,,IntangibleAssetsNetExcludingGoodwill,
2014-09-27,4142000000.0,0001193125-15-153166,2015,Q2,10-Q,2015-04-28,,IntangibleAssetsNetExcludingGoodwill,
2014-09-27,4142000000.0,0001193125-15-023732,2014,FY,8-K,2015-01-28,,IntangibleAssetsNetExcludingGoodwill,
2014-09-27,4142000000.0,0001193125-15-023697,2015,Q1,10-Q,2015-01-28,,IntangibleAssetsNetExcludingGoodwill,
2014-09-27,4142000000.0,0001193125-14-383437,2014,FY,10-K,2014-10-27,,IntangibleAssetsNetExcludingGoodwill,
2014-12-27,4370000000.0,0001193125-15-023697,2015,Q1,10-Q,2015-01-28,CY2014Q4I,IntangibleAssetsNetExcludingGoodwill,
2015-03-28,4061000000.0,0001193125-15-153166,2015,Q2,10-Q,2015-04-28,CY2015Q1I,IntangibleAssetsNetExcludingGoodwill,
2015-06-27,3779000000.0,0001193125-15-259935,2015,Q3,10-Q,2015-07-22,CY2015Q2I,IntangibleAssetsNetExcludingGoodwill,
2015-09-26,3893000000.0,0001628280-16-020309,2016,FY,10-K,2016-10-26,CY2015Q3I,IntangibleAssetsNetExcludingGoodwill,
2015-09-26,3893000000.0,0001628280-16-017809,2016,Q3,10-Q,2016-07-27,,IntangibleAssetsNetExcludingGoodwill,
2015-09-26,3893000000.0,0001193125-16-559625,2016,Q2,10-Q,2016-04-27,,IntangibleAssetsNetExcludingGoodwill,
2015-09-26,3893000000.0,0001193125-16-439878,2016,Q1,10-Q,2016-01-27,,IntangibleAssetsNetExcludingGoodwill,
2015-09-26,3893000000.0,0001193125-15-356351,2015,FY,10-K,2015-10-28,,IntangibleAssetsNetExcludingGoodwill,
2015-12-26,3924000000.0,0001193125-16-439878,2016,Q1,10-Q,2016-01-27,CY2015Q4I,IntangibleAssetsNetExcludingGoodwill,
2016-03-26,3843000000.0,0001193125-16-559625,2016,Q2,10-Q,2016-04-27,CY2016Q1I,IntangibleAssetsNetExcludingGoodwill,
2016-06-25,3506000000.0,0001628280-16-017809,2016,Q3,10-Q,2016-07-27,CY2016Q2I,IntangibleAssetsNetExcludingGoodwill,
2016-09-24,3206000000.0,0001628280-17-004790,2017,Q2,10-Q,2017-05-03,,IntangibleAssetsNetExcludingGoodwill,
2016-09-24,3206000000.0,0001628280-17-000717,2017,Q1,10-Q,2017-02-01,,IntangibleAssetsNetExcludingGoodwill,
2016-09-24,3206000000.0,0001628280-16-020309,2016,FY,10-K,2016-10-26,,IntangibleAssetsNetExcludingGoodwill,
2016-09-24,3206000000.0,0000320193-17-000070,2017,FY,10-K,2017-11-03,CY2016Q3I,IntangibleAssetsNetExcludingGoodwill,
2016-09-24,3206000000.0,0000320193-17-000009,2017,Q3,10-Q,2017-08-02,,IntangibleAssetsNetExcludingGoodwill,
2016-12-31,2848000000.0,0001628280-17-000717,2017,Q1,10-Q,2017-02-01,CY2016Q4I,IntangibleAssetsNetExcludingGoodwill,
2017-04-01,2617000000.0,0001628280-17-004790,2017,Q2,10-Q,2017-05-03,CY2017Q1I,IntangibleAssetsNetExcludingGoodwill,
2017-07-01,2444000000.0,0000320193-17-000009,2017,Q3,10-Q,2017-08-02,CY2017Q2I,IntangibleAssetsNetExcludingGoodwill,
2017-09-30,2298000000.0,0000320193-18-000007,2018,Q1,10-Q,2018-02-02,CY2017Q3I,IntangibleAssetsNetExcludingGoodwill,
2017-09-30,2298000000.0,0000320193-17-000070,2017,FY,10-K,2017-11-03,,IntangibleAssetsNetExcludingGoodwill,
2017-12-30,2149000000.0,0000320193-18-000007,2018,Q1,10-Q,2018-02-02,CY2017Q4I,IntangibleAssetsNetExcludingGoodwill,
2017-09-30,2200000000.0,0000320193-19-000119,2019,FY,10-K,2019-10-31,CY2017,InterestCostsIncurred,2016-09-25
2018-06-30,2200000000.0,0000320193-19-000076,2019,Q3,10-Q,2019-07-31,,InterestCostsIncurred,2017-10-01
2018-06-30,780000000.0,0000320193-19-000076,2019,Q3,10-Q,2019-07-31,CY2018Q2,InterestCostsIncurred,2018-04-01
2018-09-29,3000000000.0,0000320193-19-000119,2019,FY,10-K,2019-10-31,,InterestCostsIncurred,2017-10-01
2018-09-29,3000000000.0,0000320193-20-000096,2020,FY,10-K,2020-10-30,CY2018,InterestCostsIncurred,2017-10-01
2018-12-29,809000000.0,0000320193-20-000010,2020,Q1,10-Q,2020-01-29,CY2018Q4,InterestCostsIncurred,2018-09-30
2019-03-30,1600000000.0,0000320193-20-000052,2020,Q2,10-Q,2020-05-01,,InterestCostsIncurred,2018-09-30
2019-03-30,828000000.0,0000320193-20-000052,2020,Q2,10-Q,2020-05-01,CY2019Q1,InterestCostsIncurred,2018-12-30
2019-06-29,2400000000.0,0000320193-19-000076,2019,Q3,10-Q,2019-07-31,,InterestCostsIncurred,2018-09-30
2019-06-29,2400000000.0,0000320193-20-000062,2020,Q3,10-Q,2020-07-31,,InterestCostsIncurred,2018-09-30
2019-06-29,790000000.0,0000320193-19-000076,2019,Q3,10-Q,2019-07-31,,InterestCostsIncurred,2019-03-31
2019-06-29,790000000.0,0000320193-20-000062,2020,Q3,10-Q,2020-07-31,CY2019Q2,InterestCostsIncurred,2019-03-31
2019-09-28,3200000000.0,0000320193-19-000119,2019,FY,10-K,2019-10-31,,InterestCostsIncurred,2018-09-30
2019-09-28,3200000000.0,0000320193-20-000096,2020,FY,10-K,2020-10-30,CY2019,InterestCostsIncurred,2018-09-30
2019-12-28,757000000.0,0000320193-20-000010,2020,Q1,10-Q,2020-01-29,,InterestCostsIncurred,2019-09-29
2019-12-28,757000000.0,0000320193-21-000010,2021,Q1,10-Q,2021-01-28,CY2019Q4,InterestCostsIncurred,2019-09-29
2020-03-28,1500000000.0,0000320193-20-000052,2020,Q2,10-Q,2020-05-01,,InterestCostsIncurred,2019-09-29
2020-03-28,1500000000.0,0000320193-21-000056,2021,Q2,10-Q,2021-04-29,,InterestCostsIncurred,2019-09-29
2020-03-28,725000000.0,0000320193-20-000052,2020,Q2,10-Q,2020-05-01,,InterestCostsIncurred,2019-12-29
2020-03-28,725000000.0,0000320193-21-000056,2021,Q2,10-Q,2021-04-29,CY2020Q1,InterestCostsIncurred,2019-12-29
2020-06-27,2100000000.0,0000320193-20-000062,2020,Q3,10-Q,2020-07-31,,InterestCostsIncurred,2019-09-29
2020-06-27,2100000000.0,0000320193-21-000065,2021,Q3,10-Q,2021-07-28,,InterestCostsIncurred,2019-09-29
2020-06-27,664000000.0,0000320193-20-000062,2020,Q3,10-Q,2020-07-31,,InterestCostsIncurred,2020-03-29
2020-06-27,664000000.0,0000320193-21-000065,2021,Q3,10-Q,2021-07-28,CY2020Q2,InterestCostsIncurred,2020-03-29
2020-09-26,2800000000.0,0000320193-20-000096,2020,FY,10-K,2020-10-30,,InterestCostsIncurred,2019-09-29
2020-09-26,2800000000.0,0000320193-22-000108,2022,FY,10-K,2022-10-28,CY2020,InterestCostsIncurred,2019-09-29
2020-12-26,628000000.0,0000320193-21-000010,2021,Q1,10-Q,2021-01-28,CY2020Q4,InterestCostsIncurred,2020-09-27
2021-03-27,1300000000.0,0000320193-21-000056,2021,Q2,10-Q,2021-04-29,,InterestCostsIncurred,2020-09-27
2021-03-27,657000000.0,0000320193-21-000056,2021,Q2,10-Q,2021-04-29,CY2021Q1,InterestCostsIncurred,2020-12-27
2021-06-26,1900000000.0,0000320193-21-000065,2021,Q3,10-Q,2021-07-28,,InterestCostsIncurred,2020-09-27
2021-06-26,657000000.0,0000320193-21-000065,2021,Q3,10-Q,2021-07-28,CY2021Q2,InterestCostsIncurred,2021-03-28
2021-09-25,2600000000.0,0000320193-22-000108,2022,FY,10-K,2022-10-28,CY2021,InterestCostsIncurred,2020-09-27
2022-09-24,2800000000.0,0000320193-22-000108,2022,FY,10-K,2022-10-28,CY2022,InterestCostsIncurred,2021-09-26
2011-09-24,0.0,0001193125-13-416534,2013,FY,10-K,2013-10-30,CY2011,InterestExpense,2010-09-26
2012-09-29,0.0,0001193125-13-416534,2013,FY,10-K,2013-10-30,,InterestExpense,2011-09-25
2012-09-29,0.0,0001193125-14-383437,2014,FY,10-K,2014-10-27,,InterestExpense,2011-09-25
2012-09-29,0.0,0001193125-15-023732,2014,FY,8-K,2015-01-28,CY2012,InterestExpense,2011-09-25
2012-12-29,0.0,0001193125-14-024487,2014,Q1,10-Q,2014-01-28,CY2012Q4,InterestExpense,2012-09-30
2013-03-30,0.0,0001193125-14-157311,2014,Q2,10-Q,2014-04-24,,InterestExpense,2012-09-30
2013-03-30,0.0,0001193125-14-157311,2014,Q2,10-Q,2014-04-24,CY2013Q1,InterestExpense,2012-12-30
2013-06-29,53000000.0,0001193125-14-277160,2014,Q3,10-Q,2014-07-23,,InterestExpense,2012-09-30
2013-06-29,53000000.0,0001193125-14-277160,2014,Q3,10-Q,2014-07-23,CY2013Q2,InterestExpense,2013-03-31
2013-09-28,136000000.0,0001193125-13-416534,2013,FY,10-K,2013-10-30,,InterestExpense,2012-09-30
2013-09-28,136000000.0,0001193125-14-383437,2014,FY,10-K,2014-10-27,,InterestExpense,2012-09-30
2013-09-28,136000000.0,0001193125-15-023732,2014,FY,8-K,2015-01-28,,InterestExpense,2012-09-30
2013-09-28,136000000.0,0001193125-15-356351,2015,FY,10-K,2015-10-28,CY2013,InterestExpense,2012-09-30
2013-12-28,84000000.0,0001193125-14-024487,2014,Q1,10-Q,2014-01-28,,InterestExpense,2013-09-29
2013-12-28,84000000.0,0001193125-15-023697,2015,Q1,10-Q,2015-01-28,CY2013Q4,InterestExpense,2013-09-29
2014-03-29,169000000.0,0001193125-14-157311,2014,Q2,10-Q,2014-04-24,,InterestExpense,2013-09-29
2014-03-29,169000000.0,0001193125-15-153166,2015,Q2,10-Q,2015-04-28,,InterestExpense,2013-09-29
2014-03-29,85000000.0,0001193125-14-157311,2014,Q2,10-Q,2014-04-24,,InterestExpense,2013-12-29
2014-03-29,85000000.0,0001193125-15-153166,2015,Q2,10-Q,2015-04-28,CY2014Q1,InterestExpense,2013-12-29
2014-06-28,269000000.0,0001193125-14-277160,2014,Q3,10-Q,2014-07-23,,InterestExpense,2013-09-29
2014-06-28,269000000.0,0001193125-15-259935,2015,Q3,10-Q,2015-07-22,,InterestExpense,2013-09-29
2014-06-28,100000000.0,0001193125-14-277160,2014,Q3,10-Q,2014-07-23,,InterestExpense,2014-03-30
2014-06-28,100000000.0,0001193125-15-259935,2015,Q3,10-Q,2015-07-22,CY2014Q2,InterestExpense,2014-03-30
2014-09-27,384000000.0,0001193125-14-383437,2014,FY,10-K,2014-10-27,,InterestExpense,2013-09-29
2014-09-27,384000000.0,0001193125-15-023732,2014,FY,8-K,2015-01-28,,InterestExpense,2013-09-29
2014-09-27,384000000.0,0001193125-15-356351,2015,FY,10-K,2015-10-28,,InterestExpense,2013-09-29
2014-09-27,384000000.0,0001628280-16-020309,2016,FY,10-K,2016-10-26,CY2014,InterestExpense,2013-09-29
2014-12-27,131000000.0,0001193125-15-023697,2015,Q1,10-Q,2015-01-28,,InterestExpense,2014-09-28
2014-12-27,131000000.0,0001193125-16-439878,2016,Q1,10-Q,2016-01-27,CY2014Q4,InterestExpense,2014-09-28
2015-03-28,294000000.0,0001193125-15-153166,2015,Q2,10-Q,2015-04-28,,InterestExpense,2014-09-28
2015-03-28,294000000.0,0001193125-16-559625,2016,Q2,10-Q,2016-04-27,,InterestExpense,2014-09-28
2015-03-28,163000000.0,0001193125-15-153166,2015,Q2,10-Q,2015-04-28,,InterestExpense,2014-12-28
2015-03-28,163000000.0,0001193125-16-559625,2016,Q2,10-Q,2016-04-27,CY2015Q1,InterestExpense,2014-12-28
2015-06-27,495000000.0,0001193125-15-259935,2015,Q3,10-Q,2015-07-22,,InterestExpense,2014-09-28
2015-06-27,495000000.0,0001628280-16-017809,2016,Q3,10-Q,2016-07-27,,InterestExpense,2014-09-28
2015-06-27,201000000.0,0001193125-15-259935,2015,Q3,10-Q,2015-07-22,,InterestExpense,2015-03-29
2015-06-27,201000000.0,0001628280-16-017809,2016,Q3,10-Q,2016-07-27,CY2015Q2,InterestExpense,2015-03-29
2015-09-26,733000000.0,0001193125-15-356351,2015,FY,10-K,2015-10-28,,InterestExpense,2014-09-28
2015-09-26,733000000.0,0001628280-16-020309,2016,FY,10-K,2016-10-26,,InterestExpense,2014-09-28
2015-09-26,733000000.0,0000320193-17-000070,2017,FY,10-K,2017-11-03,CY2015,InterestExpense,2014-09-28
2015-12-26,276000000.0,0001193125-16-439878,2016,Q1,10-Q,2016-01-27,,InterestExpense,2015-09-27
2015-12-26,276000000.0,0001628280-17-000717,2017,Q1,10-Q,2017-02-01,CY2015Q4,InterestExpense,2015-09-27
2016-03-26,597000000.0,0001193125-16-559625,2016,Q2,10-Q,2016-04-27,,InterestExpense,2015-09-27
2016-03-26,597000000.0,0001628280-17-004790,2017,Q2,10-Q,2017-05-03,,InterestExpense,2015-09-27
2016-03-26,321000000.0,0001193125-16-559625,2016,Q2,10-Q,2016-04-27,,InterestExpense,2015-12-27
2016-03-26,321000000.0,0001628280-17-004790,2017,Q2,10-Q,2017-05-03,CY2016Q1,InterestExpense,2015-12-27
2016-06-25,1006000000.0,0001628280-16-017809,2016,Q3,10-Q,2016-07-27,,InterestExpense,2015-09-27
2016-06-25,1006000000.0,0000320193-17-000009,2017,Q3,10-Q,2017-08-02,,InterestExpense,2015-09-27
2016-06-25,409000000.0,0001628280-16-017809,2016,Q3,10-Q,2016-07-27,,InterestExpense,2016-03-27
2016-06-25,409000000.0,0000320193-17-000009,2017,Q3,10-Q,2017-08-02,CY2016Q2,InterestExpense,2016-03-27
2016-09-24,1456000000.0,0001628280-16-020309,2016,FY,10-K,2016-10-26,,InterestExpense,2015-09-27
2016-09-24,1456000000.0,0000320193-17-000070,2017,FY,10-K,2017-11-03,,InterestExpense,2015-09-27
2016-09-24,1456000000.0,0000320193-18-000145,2018,FY,10-K,2018-11-05,CY2016,InterestExpense,2015-09-27
2016-12-31,525000000.0,0001628280-17-000717,2017,Q1,10-Q,2017-02-01,,InterestExpense,2016-09-25
2016-12-31,525000000.0,0000320193-18-000007,2018,Q1,10-Q,2018-02-02,CY2016Q4,InterestExpense,2016-09-25
2017-04-01,1055000000.0,0001628280-17-004790,2017,Q2,10-Q,2017-05-03,,InterestExpense,2016-09-25
2017-04-01,1055000000.0,0000320193-18-000070,2018,Q2,10-Q,2018-05-02,,InterestExpense,2016-09-25
2017-04-01,530000000.0,0001628280-17-004790,2017,Q2,10-Q,2017-05-03,,InterestExpense,2017-01-01
2017-04-01,530000000.0,0000320193-18-000070,2018,Q2,10-Q,2018-05-02,CY2017Q1,InterestExpense,2017-01-01
2017-07-01,1657000000.0,0000320193-17-000009,2017,Q3,10-Q,2017-08-02,,InterestExpense,2016-09-25
2017-07-01,1657000000.0,0000320193-18-000100,2018,Q3,10-Q,2018-08-01,,InterestExpense,2016-09-25
2017-07-01,602000000.0,0000320193-17-000009,2017,Q3,10-Q,2017-08-02,,InterestExpense,2017-04-02
2017-07-01,602000000.0,0000320193-18-000100,2018,Q3,10-Q,2018-08-01,CY2017Q2,InterestExpense,2017-04-02
2017-09-30,2323000000.0,0000320193-17-000070,2017,FY,10-K,2017-11-03,,InterestExpense,2016-09-25
2017-09-30,2323000000.0,0000320193-18-000145,2018,FY,10-K,2018-11-05,,InterestExpense,2016-09-25
2017-09-30,2323000000.0,0000320193-19-000119,2019,FY,10-K,2019-10-31,CY2017,InterestExpense,2016-09-25
2017-12-30,734000000.0,0000320193-18-000007,2018,Q1,10-Q,2018-02-02,,InterestExpense,2017-10-01
2017-12-30,734000000.0,0000320193-19-000010,2019,Q1,10-Q,2019-01-30,CY2017Q4,InterestExpense,2017-10-01
2018-03-31,1526000000.0,0000320193-18-000070,2018,Q2,10-Q,2018-05-02,,InterestExpense,2017-10-01
2018-03-31,1526000000.0,0000320193-19-000066,2019,Q2,10-Q,2019-05-01,,InterestExpense,2017-10-01
2018-03-31,792000000.0,0000320193-18-000070,2018,Q2,10-Q,2018-05-02,,InterestExpense,2017-12-31
2018-03-31,792000000.0,0000320193-19-000066,2019,Q2,10-Q,2019-05-01,CY2018Q1,InterestExpense,2017-12-31
2018-06-30,2372000000.0,0000320193-18-000100,2018,Q3,10-Q,2018-08-01,,InterestExpense,2017-10-01
2018-06-30,2372000000.0,0000320193-19-000076,2019,Q3,10-Q,2019-07-31,,InterestExpense,2017-10-01
2018-06-30,846000000.0,0000320193-18-000100,2018,Q3,10-Q,2018-08-01,,InterestExpense,2018-04-01
2018-06-30,846000000.0,0000320193-19-000076,2019,Q3,10-Q,2019-07-31,CY2018Q2,InterestExpense,2018-04-01
2018-09-29,3240000000.0,0000320193-18-000145,2018,FY,10-K,2018-11-05,,InterestExpense,2017-10-01
2018-09-29,3240000000.0,0000320193-19-000119,2019,FY,10-K,2019-10-31,,InterestExpense,2017-10-01
2018-09-29,3240000000.0,0000320193-20-000096,2020,FY,10-K,2020-10-30,CY2018,InterestExpense,2017-10-01
2018-12-29,890000000.0,0000320193-19-000010,2019,Q1,10-Q,2019-01-30,,InterestExpense,2018-09-30
2018-12-29,890000000.0,0000320193-20-000010,2020,Q1,10-Q,2020-01-29,CY2018Q4,InterestExpense,2018-09-30
2019-03-30,1900000000.0,0000320193-19-000066,2019,Q2,10-Q,2019-05-01,,InterestExpense,2018-09-30
2019-03-30,1900000000.0,0000320193-20-000052,2020,Q2,10-Q,2020-05-01,,InterestExpense,2018-09-30
2019-03-30,1010000000.0,0000320193-19-000066,2019,Q2,10-Q,2019-05-01,,InterestExpense,2018-12-30
2019-03-30,1010000000.0,0000320193-20-000052,2020,Q2,10-Q,2020-05-01,CY2019Q1,InterestExpense,2018-12-30
2019-06-29,2766000000.0,0000320193-19-000076,2019,Q3,10-Q,2019-07-31,,InterestExpense,2018-09-30
2019-06-29,2766000000.0,0000320193-20-000062,2020,Q3,10-Q,2020-07-31,,InterestExpense,2018-09-30
2019-06-29,866000000.0,0000320193-19-000076,2019,Q3,10-Q,2019-07-31,,InterestExpense,2019-03-31
2019-06-29,866000000.0,0000320193-20-000062,2020,Q3,10-Q,2020-07-31,CY2019Q2,InterestExpense,2019-03-31
2019-09-28,3576000000.0,0000320193-19-000119,2019,FY,10-K,2019-10-31,,InterestExpense,2018-09-30
2019-09-28,3576000000.0,0000320193-20-000096,2020,FY,10-K,2020-10-30,,InterestExpense,2018-09-30
2019-09-28,3576000000.0,0000320193-21-000105,2021,FY,10-K,2021-10-29,CY2019,InterestExpense,2018-09-30
2019-12-28,785000000.0,0000320193-20-000010,2020,Q1,10-Q,2020-01-29,,InterestExpense,2019-09-29
2019-12-28,785000000.0,0000320193-21-000010,2021,Q1,10-Q,2021-01-28,CY2019Q4,InterestExpense,2019-09-29
2020-03-28,1542000000.0,0000320193-20-000052,2020,Q2,10-Q,2020-05-01,,InterestExpense,2019-09-29
2020-03-28,1542000000.0,0000320193-21-000056,2021,Q2,10-Q,2021-04-29,,InterestExpense,2019-09-29
2020-03-28,757000000.0,0000320193-20-000052,2020,Q2,10-Q,2020-05-01,,InterestExpense,2019-12-29
2020-03-28,757000000.0,0000320193-21-000056,2021,Q2,10-Q,2021-04-29,CY2020Q1,InterestExpense,2019-12-29
2020-06-27,2239000000.0,0000320193-20-000062,2020,Q3,10-Q,2020-07-31,,InterestExpense,2019-09-29
2020-06-27,2239000000.0,0000320193-21-000065,2021,Q3,10-Q,2021-07-28,,InterestExpense,2019-09-29
2020-06-27,697000000.0,0000320193-20-000062,2020,Q3,10-Q,2020-07-31,,InterestExpense,2020-03-29
2020-06-27,697000000.0,0000320193-21-000065,2021,Q3,10-Q,2021-07-28,CY2020Q2,InterestExpense,2020-03-29
2020-09-26,2873000000.0,0000320193-20-000096,2020,FY,10-K,2020-10-30,,InterestExpense,2019-09-29
2020-09-26,2873000000.0,0000320193-21-000105,2021,FY,10-K,2021-10-29,,InterestExpense,2019-09-29
2020-09-26,2873000000.0,0000320193-22-000108,2022,FY,10-K,2022-10-28,CY2020,InterestExpense,2019-09-29
2020-12-26,638000000.0,0000320193-21-000010,2021,Q1,10-Q,2021-01-28,,InterestExpense,2020-09-27
2020-12-26,638000000.0,0000320193-22-000007,2022,Q1,10-Q,2022-01-28,CY2020Q4,InterestExpense,2020-09-27
2021-03-27,1308000000.0,0000320193-21-000056,2021,Q2,10-Q,2021-04-29,,InterestExpense,2020-09-27
2021-03-27,1308000000.0,0000320193-22-000059,2022,Q2,10-Q,2022-04-29,,InterestExpense,2020-09-27
2021-03-27,670000000.0,0000320193-21-000056,2021,Q2,10-Q,2021-04-29,,InterestExpense,2020-12-27
2021-03-27,670000000.0,0000320193-22-000059,2022,Q2,10-Q,2022-04-29,CY2021Q1,InterestExpense,2020-12-27
2021-06-26,1973000000.0,0000320193-21-000065,2021,Q3,10-Q,2021-07-28,,InterestExpense,2020-09-27
2021-06-26,1973000000.0,0000320193-22-000070,2022,Q3,10-Q,2022-07-29,,InterestExpense,2020-09-27
2021-06-26,665000000.0,0000320193-21-000065,2021,Q3,10-Q,2021-07-28,,InterestExpense,2021-03-28
2021-06-26,665000000.0,0000320193-22-000070,2022,Q3,10-Q,2022-07-29,CY2021Q2,InterestExpense,2021-03-28
2021-09-25,2645000000.0,0000320193-21-000105,2021,FY,10-K,2021-10-29,,InterestExpense,2020-09-27
2021-09-25,2645000000.0,0000320193-22-000108,2022,FY,10-K,2022-10-28,CY2021,InterestExpense,2020-09-27
2021-12-25,694000000.0,0000320193-22-000007,2022,Q1,10-Q,2022-01-28,,InterestExpense,2021-09-26
2021-12-25,694000000.0,0000320193-23-000006,2023,Q1,10-Q,2023-02-03,CY2021Q4,InterestExpense,2021-09-26
2022-03-26,1385000000.0,0000320193-22-000059,2022,Q2,10-Q,2022-04-29,,InterestExpense,2021-09-26
2022-03-26,1385000000.0,0000320193-23-000064,2023,Q2,10-Q,2023-05-05,,InterestExpense,2021-09-26
2022-03-26,691000000.0,0000320193-22-000059,2022,Q2,10-Q,2022-04-29,,InterestExpense,2021-12-26
2022-03-26,691000000.0,0000320193-23-000064,2023,Q2,10-Q,2023-05-05,CY2022Q1,InterestExpense,2021-12-26
2022-06-25,2104000000.0,0000320193-22-000070,2022,Q3,10-Q,2022-07-29,,InterestExpense,2021-09-26
2022-06-25,2104000000.0,0000320193-23-000077,2023,Q3,10-Q,2023-08-04,,InterestExpense,2021-09-26
2022-06-25,719000000.0,0000320193-22-000070,2022,Q3,10-Q,2022-07-29,,InterestExpense,2022-03-27
2022-06-25,719000000.0,0000320193-23-000077,2023,Q3,10-Q,2023-08-04,CY2022Q2,InterestExpense,2022-03-27
2022-09-24,2931000000.0,0000320193-22-000108,2022,FY,10-K,2022-10-28,CY2022,InterestExpense,2021-09-26
2022-12-31,1003000000.0,0000320193-23-000006,2023,Q1,10-Q,2023-02-03,CY2022Q4,InterestExpense,2022-09-25
2023-04-01,1933000000.0,0000320193-23-000064,2023,Q2,10-Q,2023-05-05,,InterestExpense,2022-09-25
2023-04-01,930000000.0,0000320193-23-000064,2023,Q2,10-Q,2023-05-05,CY2023Q1,InterestExpense,2023-01-01
2023-07-01,2931000000.0,0000320193-23-000077,2023,Q3,10-Q,2023-08-04,,InterestExpense,2022-09-25
2023-07-01,998000000.0,0000320193-23-000077,2023,Q3,10-Q,2023-08-04,CY2023Q2,InterestExpense,2023-04-02
2013-06-29,53000000.0,0001193125-13-300670,2013,Q3,10-Q,2013-07-24,,InterestExpenseDebt,2012-09-30
2013-06-29,53000000.0,0001193125-13-300670,2013,Q3,10-Q,2013-07-24,CY2013Q2,InterestExpenseDebt,2013-03-31
2013-09-28,136000000.0,0001193125-15-356351,2015,FY,10-K,2015-10-28,CY2013,InterestExpenseDebt,2012-09-30
2013-09-28,136000000.0,0001193125-15-023732,2014,FY,8-K,2015-01-28,,InterestExpenseDebt,2012-09-30
2013-09-28,136000000.0,0001193125-14-383437,2014,FY,10-K,2014-10-27,,InterestExpenseDebt,2012-09-30
2013-09-28,136000000.0,0001193125-13-416534,2013,FY,10-K,2013-10-30,,InterestExpenseDebt,2012-09-30
2013-12-28,84000000.0,0001193125-15-023697,2015,Q1,10-Q,2015-01-28,CY2013Q4,InterestExpenseDebt,2013-09-29
2013-12-28,84000000.0,0001193125-14-024487,2014,Q1,10-Q,2014-01-28,,InterestExpenseDebt,2013-09-29
2014-03-29,168000000.0,0001193125-15-153166,2015,Q2,10-Q,2015-04-28,,InterestExpenseDebt,2013-09-29
